word,pos,scores
fulfillment,noun,3
fun,noun,3
glee,noun,3
glory,noun,3
grace,noun,3
greatness,noun,3
gusto,noun,3
heaven,noun,3
humanity,noun,3
ingenuity,noun,3
insight,noun,3
inspiration,noun,3
joy,noun,3
loveliness,noun,3
majesty,noun,3
marvel,noun,3
milestone,noun,3
nobility,noun,3
originality,noun,3
panache,noun,3
pleasure,noun,3
potency,noun,3
prowess,noun,3
radiance,noun,3
rapture,noun,3
redeem,noun,3
renaissance,noun,3
resourcefulness,noun,3
respect,noun,3
restoration,noun,3
reverence,noun,3
richness,noun,3
saint,noun,3
self-respect,noun,3
serenity,noun,3
sincerity,noun,3
splendor,noun,3
success,noun,3
sweetness,noun,3
talent,noun,3
thrill,noun,3
triumph,noun,3
trustworthiness,noun,3
value,noun,3
versatility,noun,3
visionary,noun,3
zest,noun,3
merit,noun,3
cornucopia,noun,3
honour,noun,3
epic,noun,3
renown,noun,3
hilarity,noun,3
hilariousness,noun,3
gumption,noun,3
delightfulness,noun,3
awesomeness,noun,3
acumen,noun,3
quality,noun,2
aptitude,noun,2
chivalry,noun,2
friend,noun,2
expert,noun,2
mercy,noun,2
moral,noun,2
affirmation,noun,2
adventure,noun,2
advantage,noun,2
advancement,noun,2
abundance,noun,2
appreciation,noun,2
attraction,noun,2
authenticity,noun,2
bargain,noun,2
blockbuster,noun,2
bonus,noun,2
boom,noun,2
boost,noun,2
candor,noun,2
care,noun,2
capability,noun,2
charity,noun,2
civility,noun,2
cooperation,noun,2
coordination,noun,2
cohesion,noun,2
collaboration,noun,2
commemoration,noun,2
commitment,noun,2
compassion,noun,2
competence,noun,2
compliment,noun,2
confidence,noun,2
congratulation,noun,2
conquest,noun,2
conscience,noun,2
consistency,noun,2
contentment,noun,2
continuity,noun,2
contribution,noun,2
cooperation,noun,2
courage,noun,2
credibility,noun,2
decency,noun,2
dependability,noun,2
dexterity,noun,2
dignity,noun,2
distinction,noun,2
dominance,noun,2
durability,noun,2
earnestness,noun,2
effectiveness,noun,2
efficacy,noun,2
elegance,noun,2
empathy,noun,2
encouragement,noun,2
endorsement,noun,2
enhancement,noun,2
enrichment,noun,2
entertainment,noun,2
enthusiasm,noun,2
equality,noun,2
excitement,noun,2
fairness,noun,2
faith,noun,2
feast,noun,2
feature,noun,2
fellowship,noun,2
fervor,noun,2
fidelity,noun,2
fitness,noun,2
flair,noun,2
foresight,noun,2
fortune,noun,2
freedom,noun,2
friendship,noun,2
fruition,noun,2
gain,noun,2
gallantry,noun,2
generosity,noun,2
gift,noun,2
goodwill,noun,2
goodness,noun,2
gratitude,noun,2
guarantee,noun,2
happiness,noun,2
harmony,noun,2
haven,noun,2
health,noun,2
hero,noun,2
heroine,noun,2
highlight,noun,2
hit,noun,2
humor,noun,2
ideal,noun,2
idealism,noun,2
imagination,noun,2
importance,noun,2
improvement,noun,2
innocence,noun,2
innovation,noun,2
intensity,noun,2
intrigue,noun,2
jubilee,noun,2
kindness,noun,2
kudos,noun,2
laugh,noun,2
lover,noun,2
luxury,noun,2
master,noun,2
merriment,noun,2
miracle,noun,2
morality,noun,2
notoriety,noun,2
paradise,noun,2
passion,noun,2
perfectionist,noun,2
perseverance,noun,2
popularity,noun,2
positive,noun,2
praise,noun,2
prestige,noun,2
pride,noun,2
prodigy,noun,2
profit,noun,2
progress,noun,2
prominence,noun,2
promise,noun,2
prosperity,noun,2
provocation,noun,2
prudence,noun,2
purity,noun,2
rapport,noun,2
recommendation,noun,2
reconciliation,noun,2
recreation,noun,2
refinement,noun,2
reliability,noun,2
relief,noun,2
responsibility,noun,2
reunion,noun,2
reverent,noun,2
reward,noun,2
righteousness,noun,2
romance,noun,2
safety,noun,2
sagacity,noun,2
sage,noun,2
sanctuary,noun,2
satisfaction,noun,2
scruples,noun,2
security,noun,2
sensation,noun,2
shrewdness,noun,2
significance,noun,2
simplicity,noun,2
silliness,noun,2
skill,noun,2
softness,noun,2
solution,noun,2
standout,noun,2
superiority,noun,2
surge,noun,2
sweetheart,noun,2
swiftness,noun,2
sympathy,noun,2
tact,noun,2
taste,noun,2
tenacity,noun,2
tenderness,noun,2
tolerance,noun,2
tranquility,noun,2
treat,noun,2
tribute,noun,2
uniqueness,noun,2
unity,noun,2
vastness,noun,2
virtue,noun,2
vitality,noun,2
warmth,noun,2
worth,noun,2
gem,noun,2
depth,noun,2
goddess,noun,2
stature,noun,2
strength,noun,2
smash,noun,2
pioneer,noun,2
glamour,noun,2
best-seller,noun,2
wit,noun,2
fan,noun,2
reliability,noun,2
(bang)_for_PSP$_buck,noun,2
jewel,noun,2
blessing,noun,2
resurgence,noun,2
(attention)_to_detail,noun,2
experise,noun,2
integrity,noun,2
cinch,noun,2
loyalty,noun,2
poignancy,noun,2
feat,noun,2
loyalty,noun,2
stand-out,noun,2
lyricism,noun,2
inventiveness,noun,2
well-being,noun,2
honesty,noun,2
friendliness,noun,2
graciousness,noun,2
felicity,noun,2
eloquence,noun,2
elan,noun,2
courageousness,noun,2
accolade,noun,2
victory,noun,2
strides,noun,2
breakthrough,noun,2
interest,noun,1
acceptance,noun,1
ability,noun,1
artist,noun,1
aspiration,noun,1
assistance,noun,1
attune,noun,1
augment,noun,1
beacon,noun,1
brotherhood,noun,1
buzz,noun,1
calm,noun,1
captive,noun,1
cheerfulness,noun,1
chum,noun,1
clarity,noun,1
cleanliness,noun,1
clearness,noun,1
clout,noun,1
closeness,noun,1
comedy,noun,1
comfort,noun,1
community,noun,1
companion,noun,1
companionship,noun,1
compensation,noun,1
compromise,noun,1
consent,noun,1
content,noun,1
conviction,noun,1
correction,noun,1
courtesy,noun,1
credential,noun,1
credit,noun,1
crusade,noun,1
culture,noun,1
determination,noun,1
diligence,noun,1
discount,noun,1
donation,noun,1
dream,noun,1
eagerness,noun,1
ease,noun,1
elaboration,noun,1
empowerment,noun,1
energy,noun,1
enlightenment,noun,1
ethic,noun,1
etiquette,noun,1
excitedness,noun,1
familiarity,noun,1
fantasy,noun,1
favor,noun,1
festivity,noun,1
firmness,noun,1
fondness,noun,1
forceful,noun,1
force,noun,1
forgiveness,noun,1
fortitude,noun,1
gag,noun,1
gladness,noun,1
gleam,noun,1
glitter,noun,1
gratification,noun,1
guardian,noun,1
guarantee,noun,1
heart,noun,1
helper,noun,1
homage,noun,1
hope,noun,1
impartiality,noun,1
impetus,noun,1
impression,noun,1
independence,noun,1
indispensabilty,noun,1
intellect,noun,1
intimacy,noun,1
jest,noun,1
joke,noun,1
justice,noun,1
laughter,noun,1
legitmacy,noun,1
logic,noun,1
luck,noun,1
luster,noun,1
magic,noun,1
maturity,noun,1
meditation,noun,1
mirth,noun,1
moderation,noun,1
modernity,noun,1
modesty,noun,1
morale,noun,1
motivation,noun,1
multitude,noun,1
nourishment,noun,1
novelty,noun,1
nutrient,noun,1
obedience,noun,1
opportunity,noun,1
optimism,noun,1
partner,noun,1
partnership,noun,1
patience,noun,1
patriot,noun,1
peace,noun,1
perfectionism,noun,1
plausibility,noun,1
positiveness,noun,1
positivity,noun,1
posterity,noun,1
precaution,noun,1
precedent,noun,1
prize,noun,1
pro,noun,1
productivity,noun,1
professional,noun,1
protection,noun,1
purification,noun,1
reassurance,noun,1
reinforcement,noun,1
relevancy,noun,1
remedy,noun,1
renovation,noun,1
repentance,noun,1
respite,noun,1
resurrect,noun,1
revival,noun,1
riches,noun,1
righteous,noun,1
salutation,noun,1
salvation,noun,1
sanctity,noun,1
sanity,noun,1
semblance,noun,1
sensitivity,noun,1
seriousness,noun,1
shelter,noun,1
smile,noun,1
solace,noun,1
spell,noun,1
stability,noun,1
staunchness,noun,1
steadiness,noun,1
steadfastness,noun,1
stimulation,noun,1
substance,noun,1
synthesis,noun,1
temperance,noun,1
thrift,noun,1
toleration,noun,1
trophy,noun,1
truth,noun,1
trust,noun,1
understanding,noun,1
usefulness,noun,1
validity,noun,1
variety,noun,1
viability,noun,1
welfare,noun,1
willingness,noun,1
humility,noun,1
toughness,noun,1
helpfulness,noun,1
buddy,noun,1
zaniness,noun,1
impact,noun,1
missteps,noun,1
spontaneity,noun,1
glow,noun,1
nuances,noun,1
protagonist,noun,1
spirituality,noun,1
(change)_of_pace,noun,1
fame,noun,1
composure,noun,1
power,noun,1
convenience,noun,1
perk,noun,1
playfulness,noun,1
(peak)_NN,noun,1
plus,noun,1
esteem,noun,1
help,noun,1
flourish,noun,1
balance,noun,1
polish,noun,1
diversity,noun,1
humour,noun,1
redemption,noun,1
luckiness,noun,1
constancy,noun,1
coherence,noun,1
benevolence,noun,1
amusement,noun,1
amicability,noun,1
amiability,noun,1
soundness,noun,1
adaptability,noun,1
contradiction,noun,-1
irony,noun,-1
murder,noun,-1
novice,noun,-1
taboo,noun,-1
tempest,noun,-1
accommodation,noun,-1
accident,noun,-1
allegation,noun,-1
ambiguity,noun,-1
anomaly,noun,-1
anxiety,noun,-1
apprehension,noun,-1
argument,noun,-1
assassination,noun,-1
attempt,noun,-1
avoidance,noun,-1
bandit,noun,-1
barbarian,noun,-1
beast,noun,-1
blemish,noun,-1
bluff,noun,-1
blur,noun,-1
bondage,noun,-1
bout,noun,-1
bravado,noun,-1
breach,noun,-1
brood,noun,-1
bureaucracy,noun,-1
cancellation,noun,-1
catch,noun,-1
challenge,noun,-1
clog,noun,-1
collision,noun,-1
combat,noun,-1
complexity,noun,-1
concern,noun,-1
conformity,noun,-1
confrontation,noun,-1
convention,noun,-1
cost,noun,-1
cramp,noun,-1
craziness,noun,-1
credulity,noun,-1
criticism,noun,-1
darkness,noun,-1
death,noun,-1
deficit,noun,-1
delay,noun,-1
denial,noun,-1
dent,noun,-1
detachment,noun,-1
detour,noun,-1
deviation,noun,-1
devil,noun,-1
difficulty,noun,-1
din,noun,-1
dirt,noun,-1
disagreement,noun,-1
disbelief,noun,-1
discomfort,noun,-1
discontent,noun,-1
discord,noun,-1
disease,noun,-1
disobedience,noun,-1
dispute,noun,-1
dissent,noun,-1
dissolution,noun,-1
distraction,noun,-1
disturbance,noun,-1
doubt,noun,-1
duty,noun,-1
eccentricity,noun,-1
emergency,noun,-1
enemy,noun,-1
entanglement,noun,-1
evasion,noun,-1
exclusion,noun,-1
exhaustion,noun,-1
fallacy,noun,-1
fallout,noun,-1
fate,noun,-1
fatigue,noun,-1
feint,noun,-1
ferocity,noun,-1
formality,noun,-1
frenzy,noun,-1
fretful,noun,-1
frown,noun,-1
fury,noun,-1
fuss,noun,-1
generalization,noun,-1
germ,noun,-1
grief,noun,-1
gulf,noun,-1
hallucination,noun,-1
hardship,noun,-1
hassle,noun,-1
haughtiness,noun,-1
hazard,noun,-1
haze,noun,-1
hunger,noun,-1
hurtle,noun,-1
idleness,noun,-1
illegality,noun,-1
illness,noun,-1
imprecision,noun,-1
imprisonment,noun,-1
inconvenience,noun,-1
indifference,noun,-1
inequality,noun,-1
ineffectualness,noun,-1
infallibility,noun,-1
infiltration,noun,-1
infringement,noun,-1
inhibition,noun,-1
issue,noun,-1
instability,noun,-1
insufficiency,noun,-1
interference,noun,-1
interruption,noun,-1
intrusion,noun,-1
irregularity,noun,-1
irritation,noun,-1
jargon,noun,-1
jealousy,noun,-1
lament,noun,-1
lapse,noun,-1
leak,noun,-1
liquidation,noun,-1
maladjustment,noun,-1
mantra,noun,-1
misbehavior,noun,-1
mischief,noun,-1
mishap,noun,-1
noise,noun,-1
no_frills,noun,-1
nullification,noun,-1
objection,noun,-1
oddity,noun,-1
omission,noun,-1
opulence,noun,-1
outcast,noun,-1
oversight,noun,-1
oversimplification,noun,-1
paralysis,noun,-1
penalty,noun,-1
peril,noun,-1
persecution,noun,-1
pessimism,noun,-1
phobia,noun,-1
poison,noun,-1
predicament,noun,-1
predictability,noun,-1
presumption,noun,-1
pressure,noun,-1
procrastination,noun,-1
preoccupation,noun,-1
prohibition,noun,-1
puzzlement,noun,-1
quandary,noun,-1
quarrel,noun,-1
quibble,noun,-1
rascal,noun,-1
remorse,noun,-1
reservation,noun,-1
resignation,noun,-1
restlessness,noun,-1
restraint,noun,-1
risk,noun,-1
rogue,noun,-1
rouse,noun,-1
rumor,noun,-1
sadness,noun,-1
sarcasm,noun,-1
scarcity,noun,-1
scheme,noun,-1
scuffle,noun,-1
secrecy,noun,-1
shadow,noun,-1
shark,noun,-1
shenanigan,noun,-1
shrew,noun,-1
shyness,noun,-1
skirmish,noun,-1
slop,noun,-1
stalemate,noun,-1
straggler,noun,-1
strangeness,noun,-1
stress,noun,-1
suppression,noun,-1
symptom,noun,-1
temper,noun,-1
thirst,noun,-1
torrent,noun,-1
tramp,noun,-1
trick,noun,-1
turmoil,noun,-1
ultimatum,noun,-1
unemployment,noun,-1
unrest,noun,-1
unsteadiness,noun,-1
untruth,noun,-1
void,noun,-1
warning,noun,-1
weariness,noun,-1
weirdness,noun,-1
yawn,noun,-1
crook,noun,-1
flattery,noun,-1
inflation,noun,-1
infraction,noun,-1
jeopardy,noun,-1
pomp,noun,-1
passitivity,noun,-1
scrutiny,noun,-1
breakup,noun,-1
bully,noun,-1
crotch,noun,-1
predator,noun,-1
zombie,noun,-1
overuse,noun,-1
sentimentality,noun,-1
scam-artist,noun,-1
paranoia,noun,-1
bible-thumper,noun,-1
abuser,noun,-1
not_$PRP_(cup)_of_tea,noun,-1
clutches ,noun,-1
loser ,noun,-1
dilemma,noun,-1
indulgence,noun,-1
angst,noun,-1
over-reliance,noun,-1
mismatch,noun,-1
whine,noun,-1
thud,noun,-1
shortfall,noun,-1
scuff,noun,-1
harshness,noun,-1
drawback,noun,-1
misconception,noun,-1
incident,noun,-1
bum,noun,-1
sore,noun,-1
crack,noun,-1
bump,noun,-1
jolt,noun,-1
lag,noun,-1
rigidity,noun,-1
obscurity,noun,-1
glitch,noun,-1
clone,noun,-1
worry,noun,-1
demise,noun,-1
quibble,noun,-1
gimmick,noun,-1
discoloration,noun,-1
trepidation,noun,-1
claustrophobia,noun,-1
imposition,noun,-1
extreme,noun,-1
belch,noun,-1
blabbermouth,noun,-1
negativity,noun,-1
creepiness,noun,-1
rowdiness,noun,-1
rambing,noun,-1
aloofness,noun,-1
passive-agressiveness,noun,-1
abandon,noun,-1
offense,noun,-1
gimmick,noun,-1
flimsiness,noun,-1
mish-mash,noun,-1
melancholy,noun,-1
disconnect,noun,-1
hiss,noun,-1
volatility,noun,-1
unlawfulness,noun,-1
miscalculation,noun,-1
malaise,noun,-1
isolation,noun,-1
intimidation,noun,-1
inexperience,noun,-1
extremism,noun,-1
excuse,noun,-1
disorder,noun,-1
deluge,noun,-1
alienation,noun,-1
uneasiness,noun,-1
unease,noun,-1
timidness,noun,-1
stubbornness,noun,-1
rift,noun,-1
remorselessness,noun,-1
ploy,noun,-1
pity,noun,-1
passiveness,noun,-1
overkill,noun,-1
nervousness,noun,-1
misunderstanding,noun,-1
mistrust,noun,-1
misgiving,noun,-1
misfit,noun,-1
misdirection,noun,-1
lawlessness,noun,-1
lackey,noun,-1
jeer,noun,-1
irrelevance,noun,-1
insensitivity,noun,-1
inelegance,noun,-1
inefficacy,noun,-1
imprudence,noun,-1
impropriety,noun,-1
impasse,noun,-1
ill-usage,noun,-1
ill-treatment,noun,-1
illogic,noun,-1
huckster,noun,-1
hothead,noun,-1
grouch,noun,-1
gaffe,noun,-1
extravagance,noun,-1
envy,noun,-1
enviousness,noun,-1
emptiness,noun,-1
egotism,noun,-1
downside,noun,-1
domination,noun,-1
dissention,noun,-1
disrespectfulness,noun,-1
disrespectablity,noun,-1
disregard,noun,-1
disloyal,noun,-1
disinterest,noun,-1
disadvantageous,noun,-1
disaccord,noun,-1
destabilisation,noun,-1
despotism,noun,-1
dearth,noun,-1
dangerousness,noun,-1
cheat,noun,-1
disunity,noun,-1
capriciousness,noun,-1
brazenness,noun,-1
bombardment,noun,-1
imperfection,noun,-1
stereotype,noun,-2
audacity,noun,-2
affliction,noun,-2
accusation,noun,-2
anger,noun,-2
annoyance,noun,-2
anticlimax,noun,-2
antipathy,noun,-2
assault,noun,-2
attack,noun,-2
aversion,noun,-2
awkwardness,noun,-2
bandwagon,noun,-2
barrier,noun,-2
beggar,noun,-2
bitterness,noun,-2
blame,noun,-2
bloodshed,noun,-2
blunder,noun,-2
boast,noun,-2
bother,noun,-2
brawl,noun,-2
brute,noun,-2
carelessness,noun,-2
caricature,noun,-2
casualty,noun,-2
chaos,noun,-2
cheater,noun,-2
cheek,noun,-2
clamor,noun,-2
clash,noun,-2
cliche,noun,-2
clique,noun,-2
clumsiness,noun,-2
cockiness,noun,-2
coercion,noun,-2
collapose,noun,-2
collusion,noun,-2
commiseration,noun,-2
commotion,noun,-2
complaint,noun,-2
complication,noun,-2
compulsion,noun,-2
conceit,noun,-2
condescension,noun,-2
conflict,noun,-2
confusion,noun,-2
congestion,noun,-2
consequence,noun,-2
controversy,noun,-2
costliness,noun,-2
crime,noun,-2
critic,noun,-2
critique,noun,-2
cronie,noun,-2
crony,noun,-2
cruelty,noun,-2
culprit,noun,-2
damage,noun,-2
deadlock,noun,-2
deadweight,noun,-2
decadence,noun,-2
decay,noun,-2
deceit,noun,-2
defeat,noun,-2
deficiency,noun,-2
delusion,noun,-2
depression,noun,-2
derivative,noun,-2
destruction,noun,-2
deviant,noun,-2
disadvantage,noun,-2
disapproval,noun,-2
discrimination,noun,-2
dishonor,noun,-2
displeasure,noun,-2
disruption,noun,-2
dissatisfaction,noun,-2
distortion,noun,-2
distress,noun,-2
dogma,noun,-2
doldrum,noun,-2
doom,noun,-2
drag,noun,-2
dreariness,noun,-2
dump,noun,-2
dunce,noun,-2
elimination,noun,-2
encroachment,noun,-2
ennui,noun,-2
epithet,noun,-2
erosion,noun,-2
error,noun,-2
exaggeration,noun,-2
excess,noun,-2
expense,noun,-2
falsehood,noun,-2
famine,noun,-2
farce,noun,-2
fault,noun,-2
fear,noun,-2
flick,noun,-2
fluff,noun,-2
foolishness,noun,-2
freak,noun,-2
frustration,noun,-2
futility,noun,-2
ghetto,noun,-2
gloom,noun,-2
groan,noun,-2
grudge,noun,-2
guise,noun,-2
gunk,noun,-2
hag,noun,-2
handicap,noun,-2
haziness,noun,-2
headache,noun,-2
helplessness,noun,-2
hindrance,noun,-2
horde,noun,-2
horror,noun,-2
hostility,noun,-2
hustler,noun,-2
hysteria,noun,-2
impatience,noun,-2
impediment,noun,-2
impunity,noun,-2
impurity,noun,-2
inaccuracy,noun,-2
incompatibility,noun,-2
inconsistency,noun,-2
indictment,noun,-2
ineffectiveness,noun,-2
inferiority,noun,-2
injury,noun,-2
insecurity,noun,-2
insolence,noun,-2
insult,noun,-2
lack,noun,-2
liar,noun,-2
lie,noun,-2
lying,noun,-2
limitation,noun,-2
loss,noun,-2
lull,noun,-2
madman,noun,-2
madness,noun,-2
malady,noun,-2
malice,noun,-2
manipulation,noun,-2
mediocrity,noun,-2
melancholy,noun,-2
menace,noun,-2
mess,noun,-2
misadventures,noun,-2
misfortune,noun,-2
mish_(mash),noun,-2
mismanagement,noun,-2
mistake,noun,-2
muddle,noun,-2
mumbo-jumbo,noun,-2
negation,noun,-2
negative,noun,-2
negligence,noun,-2
nuisance,noun,-2
obsession,noun,-2
obstruction,noun,-2
opposition,noun,-2
oppression,noun,-2
outbreak,noun,-2
outcry,noun,-2
pain,noun,-2
panic,noun,-2
perplexity,noun,-2
pervert,noun,-2
pest,noun,-2
plight,noun,-2
pollution,noun,-2
poverty,noun,-2
prejudice,noun,-2
pretense,noun,-2
pretension,noun,-2
problem,noun,-2
prosecution,noun,-2
qualm,noun,-2
quitter,noun,-2
rage,noun,-2
rebuke,noun,-2
redundancy,noun,-2
regression,noun,-2
renunciation,noun,-2
resentment,noun,-2
restriction,noun,-2
revenge,noun,-2
revolution,noun,-2
recession,noun,-2
recklessness,noun,-2
robber,noun,-2
robbery,noun,-2
roughness,noun,-2
ruffian,noun,-2
rupture,noun,-2
scapegoat,noun,-2
scar,noun,-2
scream,noun,-2
segregation,noun,-2
servitude,noun,-2
shame,noun,-2
shock,noun,-2
shortcoming,noun,-2
shortage,noun,-2
shriek,noun,-2
sickness,noun,-2
sin,noun,-2
sloth,noun,-2
slump,noun,-2
snore,noun,-2
snub,noun,-2
sneer,noun,-2
sorrow,noun,-2
spectacle,noun,-2
stain,noun,-2
strain,noun,-2
strife,noun,-2
struggle,noun,-2
stubborness,noun,-2
subjection,noun,-2
subservience,noun,-2
subversion,noun,-2
superstition,noun,-2
suspicion,noun,-2
taint,noun,-2
temptation,noun,-2
tension,noun,-2
theft,noun,-2
thief,noun,-2
thoughtlessness,noun,-2
threat,noun,-2
timidity,noun,-2
toil,noun,-2
trap,noun,-2
trauma,noun,-2
trouble,noun,-2
undependability,noun,-2
unfaithfulness,noun,-2
unhappiness,noun,-2
unwillingness,noun,-2
uproar,noun,-2
vagueness,noun,-2
vexation,noun,-2
vice,noun,-2
victim,noun,-2
villain,noun,-2
violation,noun,-2
violence,noun,-2
viper,noun,-2
volatily,noun,-2
war,noun,-2
waste,noun,-2
wastefulness,noun,-2
wickedness,noun,-2
wound,noun,-2
wrong,noun,-2
masochism,noun,-2
monster,noun,-2
fake,noun,-2
detriment,noun,-2
garbage,noun,-2
unpleasantness,noun,-2
knock-off,noun,-2
mutant,noun,-2
bimbo,noun,-2
mishmash,noun,-2
suffering,noun,-2
swill,noun,-2
plotlessness,noun,-2
bickering,noun,-2
disillusionment,noun,-2
dysfunction,noun,-2
apathy,noun,-2
ill,noun,-2
dullness,noun,-2
abuse,noun,-2
heresy,noun,-2
hype,noun,-2
curmudgeon,noun,-2
plot_(hole),noun,-2
dark_(age),noun,-2
(crack)_in ,noun,-2
distrust,noun,-2
drudgery,noun,-2
troublemaker,noun,-2
harm,noun,-2
gripe,noun,-2
defect,noun,-2
danger,noun,-2
whiplash,noun,-2
crash,noun,-2
embarassment,noun,-2
time-waster,noun,-2
bummer,noun,-2
ineptitude,noun,-2
sluggishness,noun,-2
lard,noun,-2
fanatic,noun,-2
concoction,noun,-2
abrasion,noun,-2
irritant,noun,-2
gawker,noun,-2
disorganization,noun,-2
pretention,noun,-2
vagrant,noun,-2
stink,noun,-2
vulgarity,noun,-2
imposter,noun,-2
indignity,noun,-2
misogyny,noun,-2
porn,noun,-2
conspiracy,noun,-2
laziness,noun,-2
rudeness,noun,-2
transgression,noun,-2
spinster,noun,-2
rot,noun,-2
repression,noun,-2
onslaught,noun,-2
incompatible,noun,-2
inefficiency,noun,-2
insignificance,noun,-2
inability,noun,-2
glut,noun,-2
detraction,noun,-2
delinquency,noun,-2
contamination,noun,-2
battering,noun,-2
ambush,noun,-2
abandonment,noun,-2
weakness,noun,-2
virulence,noun,-2
unreliability,noun,-2
ugliness,noun,-2
trickery,noun,-2
shamefulness,noun,-2
reproach,noun,-2
rancor,noun,-2
pittance,noun,-2
perversity,noun,-2
paucity,noun,-2
oppressiveness,noun,-2
offensiveness,noun,-2
miscreant,noun,-2
meanness,noun,-2
maltreatment,noun,-2
loneliness,noun,-2
licentiousness,noun,-2
lewdness,noun,-2
irrationality,noun,-2
ire,noun,-2
invidiousness,noun,-2
iniquity,noun,-2
insincerity,noun,-2
inhospitality,noun,-2
ingratitude,noun,-2
ingrate,noun,-2
inequities,noun,-2
indecency,noun,-2
inaptitude,noun,-2
impiety,noun,-2
hubris,noun,-2
harassment,noun,-2
fanaticism,noun,-2
failing,noun,-2
embarrassment,noun,-2
downer,noun,-2
doldrums,noun,-2
distaste,noun,-2
disservice,noun,-2
disrepute,noun,-2
dishonesty,noun,-2
deviousness,noun,-2
destroyer,noun,-2
despot,noun,-2
dejection,noun,-2
degradation,noun,-2
degeneration,noun,-2
defamation,noun,-2
deception,noun,-2
deceiver,noun,-2
carnage,noun,-2
divisiveness,noun,-2
brat,noun,-2
bleakness,noun,-2
aspersion,noun,-2
acrimony,noun,-2
acridness,noun,-2
absurdness,noun,-2
absurdity,noun,-2
aberration,noun,-2
weakness,noun,-2
mold,noun,-2
clichï¿½ ,noun,-2
bore,noun,-3
aggression,noun,-3
aggravation,noun,-3
amateur,noun,-3
anarchy,noun,-3
animosity,noun,-3
arrogance,noun,-3
asshole,noun,-3
awfulness,noun,-3
b-movie,noun,-3
backwardness,noun,-3
bafflement,noun,-3
banality,noun,-3
bastard,noun,-3
bewilderment,noun,-3
blackmail,noun,-3
boredom,noun,-3
brutality,noun,-3
burden,noun,-3
butchery,noun,-3
cancer,noun,-3
chore,noun,-3
condemnation,noun,-3
consternation,noun,-3
contempt,noun,-3
contrivance,noun,-3
corrosion,noun,-3
corruption,noun,-3
coward,noun,-3
curse,noun,-3
cynicism,noun,-3
derision,noun,-3
desolation,noun,-3
despair,noun,-3
disappointment,noun,-3
disdain,noun,-3
disgust,noun,-3
dismay,noun,-3
downfall,noun,-3
epidemic,noun,-3
exasperation,noun,-3
exploitation,noun,-3
extermination,noun,-3
fabrication,noun,-3
failure,noun,-3
fiend,noun,-3
filth,noun,-3
flaw,noun,-3
fraud,noun,-3
gall,noun,-3
grievance,noun,-3
grime,noun,-3
guilt,noun,-3
hack,noun,-3
havoc,noun,-3
hell,noun,-3
hooey,noun,-3
hypocrisy,noun,-3
hypocrite,noun,-3
hysteric,noun,-3
idiot,noun,-3
ignorance,noun,-3
immorality,noun,-3
inadequacy,noun,-3
incompetence,noun,-3
indignation,noun,-3
infection,noun,-3
intolerance,noun,-3
junk,noun,-3
knell,noun,-3
killer,noun,-3
letdown,noun,-3
liability,noun,-3
maggot,noun,-3
melodrama,noun,-3
mockery,noun,-3
modicum,noun,-3
monotony,noun,-3
mundane,noun,-3
nightmare,noun,-3
nonsense,noun,-3
obstacle,noun,-3
ordeal,noun,-3
outrage,noun,-3
pandemonium,noun,-3
parasite,noun,-3
pornography,noun,-3
propaganda,noun,-3
quagmire,noun,-3
rebellion,noun,-3
refusal,noun,-3
regret,noun,-3
rejection,noun,-3
ridicule,noun,-3
rubbish,noun,-3
ruin,noun,-3
scandal,noun,-3
scorn,noun,-3
screech,noun,-3
scum,noun,-3
selfishness,noun,-3
severity,noun,-3
sham,noun,-3
schlock,noun,-3
slaughter,noun,-3
slime,noun,-3
spawn,noun,-3
spite,noun,-3
starvation,noun,-3
stigma,noun,-3
stinker,noun,-3
stupidity,noun,-3
stupor,noun,-3
subjugation,noun,-3
sucker,noun,-3
suck,noun,-3
superficiality,noun,-3
tantrum,noun,-3
torment,noun,-3
tragedy,noun,-3
traitor,noun,-3
trash,noun,-3
tyranny,noun,-3
venom,noun,-3
wannabe,noun,-3
wrath,noun,-3
wreck,noun,-3
psycho,noun,-3
scoundrel,noun,-3
demon,noun,-3
woe,noun,-3
rip-off,noun,-3
apocalypse,noun,-3
desperation,noun,-3
closemindedness,noun,-3
depravity,noun,-3
diatribe,noun,-3
no_point,noun,-3
scam,noun,-3
perversion,noun,-3
shit,noun,-3
moron,noun,-3
evil,noun,-3
virus,noun,-3
suckiness,noun,-3
wimp,noun,-3
rape,noun,-3
obscenity,noun,-3
devestation,noun,-3
misogynist,noun,-3
bullshit,noun,-3
stench,noun,-3
tirade,noun,-3
pussy,noun,-3
dementia,noun,-3
psychosis,noun,-3
greed,noun,-3
weirdo,noun,-3
hegemony,noun,-3
dictator,noun,-3
deterioration,noun,-3
crisis,noun,-3
zealot,noun,-3
vindictiveness,noun,-3
villian,noun,-3
viciousness,noun,-3
usurper,noun,-3
tyrant,noun,-3
shamelessness,noun,-3
scourge,noun,-3
savagery,noun,-3
repulsiveness,noun,-3
repugnance,noun,-3
reprehension,noun,-3
outrageousness,noun,-3
nastiness,noun,-3
molestation,noun,-3
maniac,noun,-3
lunatic,noun,-3
maliciousness,noun,-3
malevolence,noun,-3
leech,noun,-3
lechery,noun,-3
laughingstock,noun,-3
injustice,noun,-3
insanity,noun,-3
inhumanity,noun,-3
infidel,noun,-3
