lexicon,label
flatteringly,positive
flatus-relieving,positive
flawless,positive
flawlessly,positive
flexibility,positive
flexible,positive
flirtation,positive
flirting,positive
flourish,positive
flourishing,positive
fluent,positive
flushed,positive
flutter,positive
focus,positive
focused,positive
foil,positive
fond,positive
fondly,positive
fondness,positive
foolproof,positive
footloose,positive
forbearance,positive
foremost,positive
foresight,positive
formidable,positive
fortitude,positive
fortuitous,positive
fortuitously,positive
fortuna,positive
fortunate,positive
fortunately,positive
fortune,positive
forward,positive
foxiness,positive
fragrant,positive
frederick i,positive
free,positive
freed,positive
freedom,positive
freedoms,positive
fresh,positive
fresher,positive
freshest,positive
friendliness,positive
friendly,positive
friskiness,positive
frolic,positive
frolicsomeness,positive
frugal,positive
fruitful,positive
fruitfulness,positive
frustrative,positive
ftw,positive
fugability,positive
fulfill,positive
fulfillment,positive
full professor,positive
full-blooded,positive
fullness,positive
fun,positive
functionality,positive
fund,positive
funding,positive
fundraise,positive
fundraising,positive
funds,positive
fungicidal,positive
furtive,positive
furtively,positive
future,positive
futurestic,positive
futuristic,positive
gaiety,positive
gaily,positive
gain,positive
gained,positive
gainful,positive
gainfully,positive
gainfulness,positive
gaining,positive
gainly,positive
gains,positive
gallant,positive
gallantly,positive
galore,positive
garden of eden,positive
gay,positive
geekier,positive
geeky,positive
gem,positive
gems,positive
general manager,positive
generate,positive
generosity,positive
generous,positive
generously,positive
genial,positive
genius,positive
genteel,positive
genteelness,positive
gentility,positive
gentle,positive
gentlemanlike,positive
gentlemanly,positive
gentleness,positive
gentlest,positive
genuine,positive
genuinely,positive
genus synchytrium,positive
germfree,positive
get over,positive
get the hang,positive
get well,positive
get-at-able,positive
getable,positive
getatable,positive
gettable,positive
giant firm,positive
gift wrap,positive
gifted,positive
gigot,positive
gild the lily,positive
gilded,positive
gilt-edged,positive
givaways,positive
give,positive
giveaway,positive
gives,positive
giving away,positive
glad,positive
gladden,positive
gladdened,positive
gladly,positive
gladness,positive
gladsome,positive
glamor,positive
glamorous,positive
glamour,positive
glee,positive
gleeful,positive
gleefully,positive
glimmer,positive
glimmering,positive
glisten,positive
glistening,positive
glitter,positive
glitz,positive
glorify,positive
glorious,positive
gloriously,positive
glory,positive
glove leather,positive
glow,positive
glowing,positive
glowingly,positive
god-given,positive
god-send,positive
godlike,positive
godly,positive
godsend,positive
gold,positive
gold mine,positive
gold standard,positive
golden,positive
golden age,positive
goldmine,positive
good,positive
good enough,positive
good for you,positive
good humor,positive
good humour,positive
good manners,positive
good nature,positive
good spirit,positive
good temper,positive
good weather,positive
good will,positive
good word,positive
good-hearted,positive
good-humored,positive
good-humoredness,positive
good-humoured,positive
good-humouredness,positive
good-looking,positive
good-natured,positive
good-naturedness,positive
good-temperedness,positive
good-time,positive
goodies,positive
goodish,positive
goodly,positive
goodness,positive
goodwill,positive
goody-goody,positive
goood,positive
gooood,positive
gorgeous,positive
gorgeously,positive
governable,positive
grace,positive
graceful,positive
gracefully,positive
gracious,positive
graciously,positive
graciousness,positive
gradable opposition,positive
grand,positive
grandeur,positive
grandness,positive
grant,positive
grants,positive
graphic,positive
grateful,positive
gratefully,positive
gratification,positive
gratified,positive
gratifies,positive
gratify,positive
gratifying,positive
gratifyingly,positive
gratitude,positive
great,positive
greatest,positive
greathearted,positive
greatness,positive
grin,positive
groomed,positive
groovy,positive
grossly,positive
groundbreaking,positive
groveler,positive
groveling,positive
groveller,positive
grovelling,positive
grow,positive
growing,positive
grown into,positive
growth,positive
gruntle,positive
guarantee,positive
guaranteed,positive
guarded,positive
guidance,positive
guiding,positive
guiltless,positive
gumption,positive
gush,positive
gusto,positive
gutsy,positive
hail,positive
hairsplitting,positive
hakham,positive
halal,positive
halcyon,positive
hale,positive
haleness,positive
hallmark,positive
hallmarks,positive
hallowed,positive
handier,positive
handily,positive
hands-down,positive
handsome,positive
handsomely,positive
handy,positive
hang out,positive
hanging out,positive
hangs out,positive
happier,positive
happily,positive
happiness,positive
happy,positive
haptoglobin,positive
hard-working,positive
hardier,positive
hardy,positive
harmless,positive
harmonious,positive
harmoniously,positive
harmonizable,positive
harmonize,positive
harmony,positive
has become,positive
have become,positive
head and shoulders above,positive
headway,positive
heal,positive
healing,positive
health,positive
healthful,positive
healthfulness,positive
healthy,positive
heart-whole,positive
hearten,positive
heartening,positive
heartfelt,positive
heartily,positive
heartwarming,positive
hearty,positive
heatable,positive
heaven,positive
heaven-sent,positive
heavenly,positive
hedonism,positive
helminthic,positive
helped,positive
helpful,positive
helpfulness,positive
helping,positive
hemiparasite,positive
hen,positive
hence,positive
hermaphroditism,positive
hero,positive
heroic,positive
heroically,positive
heroine,positive
heroize,positive
heros,positive
high,positive
high quality,positive
high score,positive
high-flown,positive
high-grade,positive
high-level,positive
high-minded,positive
high-mindedness,positive
high-quality,positive
high-ranking,positive
high-spirited,positive
highbrow,positive
highbrowed,positive
higher-ranking,positive
higher-up,positive
highland fling,positive
highly,positive
highs,positive
hilarious,positive
hire,positive
hired,positive
hires,positive
hiring,positive
historical,positive
hog cholera,positive
hold,positive
hold out,positive
holds,positive
holier-than-thou,positive
holy,positive
homage,positive
homely,positive
homologic,positive
homological,positive
honest,positive
honesty,positive
honeyed,positive
honeyed words,positive
honeymoon,positive
honor,positive
honorable,positive
honorableness,positive
honored,positive
honoring,positive
honour,positive
honourable,positive
honourableness,positive
hooray,positive
hopeful,positive
horny,positive
hospitable,positive
hospitableness,positive
hot,positive
hotcake,positive
hotcakes,positive
hottest,positive
houri,positive
howling,positive
hug,positive
huge,positive
human-centered,positive
human-centred,positive
humane,positive
humanist,positive
humanistic,positive
humanitarian,positive
humble,positive
humdinger,positive
humility,positive
humor,positive
humorous,positive
humorously,positive
humour,positive
humourous,positive
hygiene,positive
hygienic,positive
hygienical,positive
hyperbolic,positive
hyperbolise,positive
hyperbolize,positive
idea,positive
ideal,positive
idealised,positive
idealism,positive
idealistic,positive
idealize,positive
idealized,positive
ideally,positive
identifiable,positive
idol,positive
idoliser,positive
idolize,positive
idolized,positive
idolizer,positive
idyllic,positive
ignitable,positive
ignitible,positive
illuminate,positive
illuminati,positive
illuminating,positive
illumine,positive
illustrious,positive
ilu,positive
imaculate,positive
imaginative,positive
immaculate,positive
immaculately,positive
immense,positive
impalpable,positive
impartial,positive
impartiality,positive
impartially,positive
impassable,positive
impassioned,positive
impeccable,positive
impeccably,positive
imperfectible,positive
importance,positive
important,positive
imposingly,positive
impress,positive
impressed,positive
impresses,positive
impressive,positive
impressively,positive
impressiveness,positive
improve,positive
improved,positive
improvement,positive
improvements,positive
improves,positive
improving,positive
in a heartfelt way,positive
in an elaborate way,positive
in and of itself,positive
in demand,positive
in good taste,positive
in love,positive
in the altogether,positive
in the buff,positive
in the open,positive
in the raw,positive
in two ways,positive
inappositeness,positive
inaptness,positive
incisive,positive
include,positive
increase,positive
increased,positive
increasing,positive
incredible,positive
incredibly,positive
incumbent on,positive
indebted,positive
indiscreetness,positive
individualized,positive
indulgence,positive
indulgent,positive
industrial,positive
industrious,positive
inestimable,positive
inestimably,positive
inexpensive,positive
infallibility,positive
infallible,positive
infallibly,positive
infatuated,positive
infatuation,positive
infectious,positive
infectious agent,positive
infective agent,positive
influential,positive
informed,positive
infra dig,positive
ingenious,positive
ingeniously,positive
ingenuity,positive
ingenuous,positive
ingenuously,positive
ingratiating,positive
injudiciousness,positive
innocence,positive
innocuous,positive
innovation,positive
innovational,positive
innovations,positive
innovative,positive
innovator,positive
innovators,positive
inpressed,positive
insightful,positive
insightfully,positive
inspiration,positive
inspirational,positive
inspire,positive
inspired,positive
inspiring,positive
instantly,positive
instructive,positive
instrumental,positive
instrumentalism,positive
instrumentality,positive
insurable,positive
integral,positive
integrated,positive
integrity,positive
intellectual,positive
intelligence,positive
intelligent,positive
intelligible,positive
interest,positive
interested,positive
interesting,positive
interests,positive
interpretable,positive
intimacy,positive
intimate,positive
intimately,positive
intricate,positive
intricately,positive
intrigue,positive
intriguing,positive
intriguingly,positive
intrinsically,positive
intuitive,positive
invaluable,positive
invaluablely,positive
invaluableness,positive
inventive,positive
invest,positive
investable,positive
investigator,positive
investing,positive
investment,positive
investments,positive
investors,positive
invests,positive
invigorate,positive
invigorating,positive
invigoration,positive
invincibility,positive
invincible,positive
inviolable,positive
inviolate,positive
inviting,positive
invulnerable,positive
irreplaceable,positive
irrepressibility,positive
irreproachable,positive
irresistible,positive
irresistibly,positive
is back,positive
isolable,positive
issue-free,positive
issued,positive
jaw-droping,positive
jaw-dropping,positive
jekyll and hyde,positive
jest,positive
jesting,positive
jimdandy,positive
jimhickey,positive
jocose,positive
jocular,positive
jocularity,positive
jocund,positive
join,positive
joining,positive
joins,positive
joking,positive
jollify,positive
jolliness,positive
jollity,positive
jolly,positive
jovial,positive
joviality,positive
joy,positive
joyful,positive
joyfully,positive
joyous,positive
joyously,positive
jubilant,positive
jubilantly,positive
jubilate,positive
jubilation,positive
jubiliant,positive
judge,positive
judicial,positive
judicious,positive
judiciousness,positive
juicy,positive
jump out,positive
junk food,positive
just,positive
justifiable,positive
justly,positive
kaposi's varicelliform eruption,positive
keen,positive
keenly,positive
keenness,positive
keeping,positive
kept up,positive
kick off,positive
kid-friendly,positive
kind,positive
kind-hearted,positive
kindhearted,positive
kindliness,positive
kindly,positive
kindness,positive
kinky,positive
know,positive
know-how,positive
knowable,positive
knowledgeable,positive
kosher,positive
kudos,positive
label,positive
ladylike,positive
lamb roast,positive
large,positive
large-capacity,positive
large-hearted,positive
large-minded,positive
larger-than-life,positive
largest,positive
last word,positive
latest,positive
laud,positive
laudability,positive
laudable,positive
laudableness,positive
laudably,positive
launch,positive
launched,positive
launches,positive
launching,positive
laureate,positive
lavish,positive
lavishly,positive
law of effect,positive
law-abiding,positive
lawful,positive
lawfully,positive
laying the,positive
lays out,positive
lead,positive
leader,positive
leadership,positive
leading,positive
leads,positive
lean,positive
leap out,positive
learned,positive
lech after,positive
lecherousness,positive
led,positive
leg of lamb,positive
legendary,positive
lenify,positive
lepiotaceae,positive
letter-perfect,positive
letting,positive
level-headed,positive
levelheaded,positive
leverage,positive
levity,positive
liberal,positive
liberate,positive
liberation,positive
liberty,positive
licit,positive
life-and-death,positive
life-or-death,positive
lifelike,positive
lifesaver,positive
light-hearted,positive
lighter,positive
lighthearted,positive
lightsome,positive
likable,positive
like,positive
liked,positive
likes,positive
liking,positive
link up,positive
lionhearted,positive
liquefiable,positive
liquid,positive
liquifiable,positive
listed,positive
livable,positive
live,positive
liveable,positive
lively,positive
living,positive
load-bearing,positive
lofty,positive
logic,positive
logical,positive
logical fallacy,positive
logicality,positive
logicalness,positive
long-lasting,positive
longanimity,positive
longed-for,positive
longstanding,positive
lovable,positive
lovably,positive
love,positive
loveable,positive
loved,positive
loveliness,positive
lovely,positive
lover,positive
loves,positive
lovesome,positive
loving,positive
loving-kindness,positive
low-cost,positive
low-price,positive
low-priced,positive
low-risk,positive
lower-priced,positive
loyal,positive
loyalty,positive
lucid,positive
lucidly,positive
luck,positive
luckier,positive
luckiest,positive
luckiness,positive
lucky,positive
lucrative,positive
lucrativeness,positive
luminous,positive
lush,positive
lust,positive
lust after,positive
luster,positive
lustfulness,positive
lustrous,positive
lusty,positive
luxe,positive
luxuriant,positive
luxuriate,positive
luxurious,positive
luxuriously,positive
luxury,positive
lyrical,positive
lysogenic,positive
ma,positive
made,positive
made it legal,positive
maestro,positive
magic,positive
magical,positive
magna cum laude,positive
magnanimous,positive
magnanimously,positive
magnet,positive
magnetic,positive
magnificence,positive
magnificent,positive
magnificently,positive
magnify,positive
maintainable,positive
maintained,positive
majestic,positive
majesty,positive
major,positive
make,positive
make it legal,positive
makes it legal,positive
making,positive
mama,positive
mamma,positive
mammy,positive
manageability,positive
manageable,positive
manageableness,positive
maneuverable,positive
manifest,positive
mannerly,positive
marketable,positive
marvel,positive
marveled,positive
marvelled,positive
marvellous,positive
marvelous,positive
marvelously,positive
marvelousness,positive
marvels,positive
master,positive
masterful,positive
masterfully,positive
mastering,positive
masterly,positive
masterpiece,positive
masterpieces,positive
masters,positive
masterstroke,positive
mastery,positive
matchless,positive
maternal quality,positive
maternalism,positive
maternalistic,positive
maternity,positive
mature,positive
maturely,positive
matures,positive
maturity,positive
meaningful,positive
meaningfulness,positive
meaninglessness,positive
measurable,positive
measure up,positive
meek,positive
meet,positive
mellifluous,positive
mellisonant,positive
melodic,positive
melodious,positive
memorable,positive
menopon gallinae,positive
menopon palladum,positive
mental balance,positive
mental soundness,positive
merciful,positive
mercifully,positive
mercy,positive
merit,positive
meritorious,positive
merrily,positive
merriment,positive
merriness,positive
merry,positive
mesmerize,positive
mesmerized,positive
mesmerizes,positive
mesmerizing,positive
mesmerizingly,positive
metal-cutting,positive
method,positive
method acting,positive
methodism,positive
meticulous,positive
meticulously,positive
mettlesomeness,positive
microscopic,positive
mightily,positive
mighty,positive
mild,positive
mildness,positive
mimetic,positive
mincing,positive
mind-blowing,positive
mindful,positive
miracle,positive
miracles,positive
miraculous,positive
miraculously,positive
miraculousness,positive
mirrorlike,positive
mirthful,positive
modern,positive
modest,positive
modesty,positive
modishness,positive
modulated,positive
mollify,positive
mom,positive
momentous,positive
momma,positive
mommy,positive
moneymaking,positive
monumental,positive
monumentally,positive
moralisation,positive
moralism,positive
moralistic,positive
morality,positive
moralization,positive
moralizing,positive
mordaciously,positive
motherliness,positive
motivated,positive
moving,positive
muggins,positive
multi-purpose,positive
mum,positive
mummy,positive
mundaneness,positive
mundanity,positive
music,positive
musical,positive
mutable,positive
mutafacient,positive
naked as a jaybird,positive
narcism,positive
narcissism,positive
narrow-minded,positive
nascent,positive
natural virtue,positive
naturalisation,positive
naturalization,positive
naval chart,positive
navigable,positive
navigational chart,positive
neat,positive
neatest,positive
neatly,positive
necessary,positive
neighborly,positive
neighbourly,positive
newest,positive
new high,positive
nice,positive
nicely,positive
nicer,positive
nicest,positive
nifty,positive
nimble,positive
niminy-piminy,positive
noble,positive
noble-minded,positive
noble-mindedness,positive
noblesse oblige,positive
nobly,positive
noiseless,positive
non-violence,positive
non-violent,positive
nonesuch,positive
nonpareil,positive
nonsuch,positive
not bad,positive
not forget,positive
notably,positive
note,positive
noteworthy,positive
notice,positive
noticeable,positive
nourish,positive
nourishing,positive
nourishment,positive
novelty,positive
number one,positive
nurturing,positive
nutritious,positive
nutritiousness,positive
nutritiveness,positive
o.k.,positive
oasis,positive
obliged,positive
obliging,positive
obsequious,positive
obsession,positive
obsessions,positive
obtainable,positive
of import,positive
of the essence,positive
off the hook,positive
offer,positive
okay,positive
olympian,positive
omissible,positive
on the qui vive,positive
on the sly,positive
onboarding partners,positive
one more,positive
open,positive
openhearted,positive
openly,positive
openness,positive
opportunities,positive
opportunity,positive
opposable,positive
opposite,positive
oppugn,positive
optimal,positive
optimism,positive
optimistic,positive
opulent,positive
orderly,positive
organic,positive
original,positive
originality,positive
orthodox,positive
out-and-out,positive
out-and-outer,positive
outdo,positive
outdone,positive
outlined,positive
outperform,positive
outperformed,positive
outperforming,positive
outperforms,positive
outshine,positive
outshone,positive
outsmart,positive
outstanding,positive
outstandingly,positive
outstrip,positive
outwit,positive
ovation,positive
over time,positive
overcautious,positive
overdraw,positive
overjoyed,positive
overrefined,positive
overtake,positive
overtaken,positive
overtakes,positive
overtaking,positive
overtook,positive
overture,positive
ozone sickness,positive
pacific,positive
pacify,positive
packable,positive
pain-free,positive
painless,positive
painlessly,positive
paint the lily,positive
palatial,positive
pall,positive
palpable,positive
pamper,positive
pampered,positive
pamperedly,positive
pamperedness,positive
pampers,positive
panoramic,positive
paperboard,positive
paradise,positive
paragon,positive
paramount,positive
parasitaxus ustus,positive
parasite yew,positive
parasiticidal,positive
pardon,positive
parners,positive
parnerships,positive
partial,positive
partner,positive
partnering,positive
partners,positive
partnership,positive
partnerships,positive
passion,positive
passionate,positive
passionately,positive
patent,positive
pathology,positive
patience,positive
patient,positive
patiently,positive
patriot,positive
patriotic,positive
pay dirt,positive
payment,positive
payments,positive
payoff,positive
peace,positive
peaceable,positive
peaceful,positive
peacefully,positive
peacekeepers,positive
peach,positive
peachy,positive
peerless,positive
penetrable,positive
penitential,positive
penitentiary,positive
penmanship,positive
pep,positive
pepped,positive
pepping,positive
peppy,positive
peps,positive
per se,positive
perceptible,positive
perfect,positive
perfectible,positive
perfection,positive
perfectly,positive
peri,positive
perked up,positive
permissible,positive
peronosporaceae,positive
perseverance,positive
persevere,positive
persevering,positive
personable,positive
personages,positive
personalized,positive
perspicacious,positive
perverseness,positive
phagocytic,positive
pharisaic,positive
pharisaical,positive
phenomenal,positive
phenomenally,positive
phlegmatic,positive
phlegmatical,positive
physical attraction,positive
physical fitness,positive
pictorial,positive
picturesque,positive
picturesqueness,positive
pietistic,positive
pietistical,positive
piety,positive
pilot,positive
pilot chart,positive
pinnacle,positive
pious,positive
piquant,positive
placable,positive
placate,positive
placidity,positive
plainness,positive
plan,positive
planned,positive
planning,positive
plaudit,positive
plaudits,positive
playable,positive
playful,positive
playfully,positive
playfulness,positive
pleasant,positive
pleasant-smelling,positive
pleasantly,positive
pleasantry,positive
please,positive
pleased,positive
pleaser,positive
pleases,positive
pleasing,positive
pleasingly,positive
pleasingness,positive
pleasurable,positive
pleasurably,positive
pleasure,positive
plentiful,positive
plummy,positive
plus,positive
pluses,positive
plush,positive
plusses,positive
poetic,positive
poeticize,positive
poignant,positive
point of honor,positive
poise,positive
poised,positive
poker face,positive
polish,positive
polished,positive
polite,positive
politeness,positive
pollyannaish,positive
poltroon,positive
polyvalent,positive
pomp,positive
popular,positive
popularisation,positive
popularised,positive
popularity,positive
popularization,positive
portable,positive
posh,positive
positive,positive
positively,positive
positives,positive
possessive,positive
possibilities,positive
possibility,positive
possible,positive
poster board,positive
posterboard,positive
potable,positive
potential,positive
potentiality,positive
potty,positive
power,positive
powered,positive
powerful,positive
powerfully,positive
practiced,positive
praise,positive
praiseworthiness,positive
praiseworthy,positive
praising,positive
pre-eminent,positive
preachification,positive
preciosity,positive
precious,positive
preciousness,positive
precise,positive
precisely,positive
precision,positive
preeminence,positive
preeminent,positive
prefer,positive
preferable,positive
preferably,positive
prefered,positive
preferes,positive
preferred,positive
preferring,positive
prefers,positive
prehensile,positive
premier,positive
premium,positive
prepared,positive
prestige,positive
prestigious,positive
prettily,positive
prettiness,positive
pretty,positive
preventable,positive
preventative,positive
preventive,positive
price,positive
priceless,positive
pricelessness,positive
pride,positive
pridefulness,positive
priggish,positive
prim,positive
prime,positive
primo,positive
primping,positive
princely,positive
principle,positive
principled,positive
printable,positive
prissy,positive
privacy,positive
privilege,positive
privileged,positive
prize,positive
proactive,positive
probity,positive
problem-free,positive
problem-solver,positive
proclaim,positive
procurable,positive
prodigious,positive
prodigiously,positive
prodigy,positive
productive,positive
productively,positive
profanation,positive
proficient,positive
proficiently,positive
profit,positive
profitability,positive
profitableness,positive
profound,positive
profoundly,positive
profuse,positive
profusion,positive
progress,positive
progressive,positive
prolific,positive
prominence,positive
prominent,positive
promise,positive
promised,positive
promises,positive
promising,positive
promoter,positive
prompt,positive
promptly,positive
pronounce,positive
pronounceable,positive
propellant,positive
propellent,positive
propelling,positive
proper,positive
properly,positive
properness,positive
prophylactic,positive
propitious,positive
propitiously,positive
propriety,positive
props,positive
propulsive,positive
pros,positive
prosper,positive
prosperity,positive
prosperous,positive
prospros,positive
protect,positive
protecting,positive
protection,positive
protective,positive
proud,positive
provable,positive
proven,positive
proves,positive
provide,positive
provided,positive
providence,positive
providential,positive
proving,positive
prowess,positive
prudence,positive
prudent,positive
prudently,positive
prudish,positive
psyched,positive
public-spirited,positive
publish,positive
publishable,positive
pull it off,positive
pull this off,positive
punctilious,positive
punctual,positive
punctually,positive
puncturable,positive
purchasable,positive
purchasing power,positive
pure,positive
pureness,positive
purify,positive
puritanical,positive
purity,positive
purposeful,positive
purposefulness,positive
purposelessness,positive
pushful,positive
pushy,positive
quail,positive
quaint,positive
qualified,positive
qualify,positive
quality,positive
quantifiable,positive
quicker,positive
quiet,positive
quieter,positive
quintessential,positive
quotability,positive
quotable,positive
radiance,positive
radiant,positive
radiate,positive
raid,positive
rainbow runner,positive
raisable,positive
raiseable,positive
rallying,positive
rambouillet,positive
ramping up,positive
randy,positive
rangeland,positive
ranking,positive
rapid,positive
rapport,positive
rapt,positive
rapture,positive
raptureous,positive
raptureously,positive
rapturous,positive
rapturously,positive
rarefied,positive
rarified,positive
ratiocinative,positive
rational,positive
rationality,positive
rattling,positive
ravishing,positive
raw beauty,positive
razor-sharp,positive
reach,positive
reachable,positive
reaches,positive
readable,positive
readily,positive
ready,positive
reaffirm,positive
reaffirmation,positive
realistic,positive
realizable,positive
reason,positive
reasonable,positive
reasonableness,positive
reasonably,positive
reasoned,positive
reassertion,positive
reassurance,positive
reassure,positive
reassured,positive
receive,positive
receptive,positive
rechargeable,positive
reclaim,positive
reclaimable,positive
recomend,positive
recommend,positive
recommendation,positive
recommendations,positive
recommended,positive
reconcilable,positive
reconcile,positive
reconciliation,positive
reconstructive,positive
record-setting,positive
recover,positive
recovery,positive
rectifiable,positive
rectification,positive
rectify,positive
rectifying,positive
recuperate,positive
recyclable,positive
red-blooded,positive
redeem,positive
redeeming,positive
redemption,positive
redemptive,positive
redoubtable,positive
redound,positive
reducible,positive
reenlistment,positive
refine,positive
refined,positive
refinement,positive
reform,positive
reformed,positive
reforming,positive
reforms,positive
refresh,positive
refreshed,positive
refreshing,positive
refund,positive
refunded,positive
refurbishment,positive
regal,positive
regally,positive
regard,positive
rehabilitate,positive
rehabilitation program,positive
rehabilitative,positive
rejoice,positive
rejoicing,positive
rejoicingly,positive
rejuvenate,positive
rejuvenated,positive
rejuvenating,positive
relaxed,positive
released,positive
relent,positive
reliability,positive
reliable,positive
reliableness,positive
reliably,positive
relief,positive
relieve,positive
relish,positive
remarkable,positive
remarkably,positive
remedial,positive
remedy,positive
remission,positive
removable,positive
remunerate,positive
remunerative,positive
renaissance,positive
renewable,positive
renewed,positive
renovation,positive
renown,positive
renowned,positive
reparable,positive
replaceable,positive
repose,positive
reproducibly,positive
reputability,positive
reputable,positive
reputation,positive
research worker,positive
researcher,positive
reserve,positive
resilient,positive
resolute,positive
resound,positive
resounding,positive
resourceful,positive
resourcefulness,positive
respect,positive
respectability,positive
respectable,positive
respected,positive
respectful,positive
respectfully,positive
respite,positive
resplendent,positive
respond,positive
responsible,positive
responsibly,positive
responsive,positive
restful,positive
restoration,positive
restored,positive
restructure,positive
restructured,positive
restructuring,positive
retractable,positive
retributive,positive
retributory,positive
reusable,positive
revealing,positive
revel,positive
revelation,positive
revelation of saint john the divine,positive
revenue,positive
revere,positive
reverence,positive
reverend,positive
reverent,positive
reverently,positive
reversible,positive
revitalize,positive
revival,positive
revive,positive
revives,positive
revolutionary,positive
revolutionize,positive
revolutionized,positive
revolutionizes,positive
reward,positive
rewarding,positive
rewardingly,positive
rewards,positive
rich,positive
richer,positive
richly,positive
richness,positive
right,positive
right to liberty,positive
right-down,positive
right-hand,positive
right-minded,positive
righten,positive
righteous,positive
righteously,positive
righteousness,positive
rightful,positive
rightfully,positive
rightfulness,positive
rightly,positive
rightness,positive
rights,positive
ripe,positive
rised,positive
risen,positive
rises,positive
risk reduction,positive
risk-free,positive
road sense,positive
roast lamb,positive
robust,positive
rock-star,positive
rock-stars,positive
rockstar,positive
rockstars,positive
romantic,positive
romantically,positive
romanticize,positive
roomier,positive
roomy,positive
rose,positive
rose-cheeked,positive
rose-colored,positive
rosiness,positive
rosy,positive
rosy-cheeked,positive
rotatable,positive
round table,positive
round-eyed,positive
ruddiness,positive
ruttish,positive
sacred,positive
safe,positive
safely,positive
sagacious,positive
sagacity,positive
sagely,positive
saint,positive
sainted,positive
saintlike,positive
saintliness,positive
saintly,positive
salad green,positive
salad greens,positive
salubrious,positive
salutary,positive
salute,positive
sanative,positive
sane,positive
sanely,positive
sanguine,positive
sanguineness,positive
sanguinity,positive
sanitation,positive
sanitisation,positive
sanitization,positive
saphead,positive
sapient,positive
satisfactorily,positive
satisfactory,positive
satisfied,positive
satisfier,positive
satisfies,positive
satisfy,positive
satisfying,positive
satisified,positive
saver,positive
saving,positive
savings,positive
savior,positive
savory,positive
savoury,positive
savvy,positive
scale up,positive
scaling,positive
scenic,positive
scintillate,positive
scintillation,positive
scrupulousness,positive
seamless,positive
seamlessly,positive
seasoned,positive
second-largest,positive
secure,positive
securely,positive
security,positive
sedate,positive
seemly,positive
select,positive
selective,positive
self-assured,positive
self-confident,positive
self-custodial,positive
self-determination,positive
self-love,positive
self-regard,positive
self-respect,positive
self-respectful,positive
self-respecting,positive
self-righteous,positive
self-satisfaction,positive
self-sealing,positive
self-sufficiency,positive
self-sufficient,positive
self-worth,positive
selfless,positive
selflessness,positive
semiparasite,positive
semiskilled,positive
sensation,positive
sensational,positive
sensationalism,positive
sensationally,positive
sensations,positive
sense of purpose,positive
sensible,positive
sensibleness,positive
sensibly,positive
sensitive,positive
sensualism,positive
seraphic,positive
serendipity,positive
serene,positive
serenity,positive
serve,positive
serve well,positive
serviceable,positive
servicing,positive
set up,positive
setting up,positive
settling,positive
setup,positive
seventh heaven,positive
sexual desire,positive
sexual morality,positive
sexually attractive,positive
sexy,positive
shaft louse,positive
shakable,positive
shakeable,positive
shape,positive
shapelessness,positive
shapely,positive
sharp,positive
sharp-sightedness,positive
sharper,positive
sharpest,positive
shimmering,positive
shimmeringly,positive
shine,positive
shine at,positive
shining,positive
shiny,positive
shockable,positive
show-stopper,positive
showstopper,positive
shrinkable,positive
sightly,positive
signaling a pathway,positive
signed,positive
significant,positive
silent,positive
simple,positive
simpler,positive
simplest,positive
simplified,positive
simplifies,positive
simplify,positive
simplifying,positive
sincere,positive
sincerely,positive
sincerity,positive
singable,positive
sinkable,positive
sinlessness,positive
skilful,positive
skill,positive
skilled,positive
skillful,positive
skillfully,positive
slammin,positive
slap-up,positive
slavelike,positive
sleek,positive
slick,positive
slicker,positive
slyness,positive
smart,positive
smarter,positive
smartest,positive
smartly,positive
smasher,positive
smashing,positive
smile,positive
smiles,positive
smiling,positive
smilingly,positive
smitten,positive
smooth,positive
smooth out,positive
smoother,positive
smoothes,positive
smoothest,positive
smoothie,positive
smoothly,positive
smoothness,positive
smoothy,positive
snappy,positive
snazzy,positive
sociable,positive
sodding,positive
soft,positive
soft on,positive
softer,positive
soigne,positive
soignee,positive
solace,positive
solicitous,positive
solicitously,positive
solid,positive
solidarity,positive
solution,positive
solutions,positive
somatogenetic,positive
somatogenic,positive
song and dance,positive
soothe,positive
soothingly,positive
sophisticated,positive
sophistication,positive
sought after,positive
soulful,positive
sound,positive
soundly,positive
soundness,positive
spacious,positive
sparkle,positive
sparkling,positive
specifiable,positive
spectacular,positive
spectacularly,positive
specular,positive
speedily,positive
speedy,positive
spellbind,positive
spellbinding,positive
spellbindingly,positive
spellbound,positive
sphaeriaceae,positive
spiffing,positive
spinnable,positive
spinnbar,positive
spirited,positive
spiritedly,positive
spiritedness,positive
spiritual,positive
splendid,positive
splendidly,positive
splendor,positive
splendour,positive
sponsor,positive
sponsors,positive
sponsorship,positive
spontaneous,positive
sporozoa,positive
sportively,positive
sportiveness,positive
sporty,positive
spot-check,positive
spotless,positive
sprightly,positive
spunky,positive
square deal,positive
square-toed,positive
squeezable,positive
stability,positive
stabilize,positive
stable,positive
stack,positive
stainless,positive
stalwart,positive
stand out,positive
standout,positive
staring,positive
stark naked,positive
starry-eyed,positive
started,positive
state-of-the-art,positive
stately,positive
statuesque,positive
staunch,positive
staunchly,positive
staunchness,positive
stayman winesap,positive
steadfast,positive
steadfastly,positive
steadfastness,positive
steadiest,positive
steadiness,positive
steady,positive
stealth fighter,positive
stealthy,positive
steamy,positive
steerable,positive
stellar,positive
stellarly,positive
